EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,Address,geocoded
4017 Branch Highway,,Branch,LA,70516,4017 Branch Highway Branch LA 70516,"(30.3642772, -92.36325869999999)"
855 County Road 37,,Parshall,CO,80468,855 County Road 37 Parshall CO 80468,"(39.9911493, -106.212203)"
8292 S LA 13,,Crowley,LA,70526,8292 S LA 13 Crowley LA 70526,"(30.1923432, -92.3621021)"
332 Horseshoe Drive,,Crowley,LA,70526,332 Horseshoe Drive Crowley LA 70526,"(30.278616, -92.392021)"
Corporate: 1727 Highway 223,,Union Springs,AL,36089,Corporate: 1727 Highway 223 Union Springs AL 36089,"(32.114721, -85.72649)"
2188 Nail Rd,,Baxley,GA,31513,2188 Nail Rd Baxley GA 31513,"(31.7378234, -82.453019)"
104 McIntoch Road,,Olmstead,KY,42265,104 McIntoch Road Olmstead KY 42265,"(36.7634588, -86.9348085)"
116 County Road 239,"PO Box 395, Lyman WY 82937 (Mailing Address)",Lyman,WY,82937,116 County Road 239 Lyman WY 82937,"(41.317727, -110.306658)"
2329 Lemon St,,Deland,FL,32720,2329 Lemon St Deland FL 32720,"(29.092928, -81.361814)"
3664 G 7/10 Road,,Palisade,CO,81526,3664 G 7/10 Road Palisade CO 81526,"(39.11623549999999, -108.3729643)"
3459 91st Street SE,,Venturia,ND,58413,3459 91st Street SE Venturia ND 58413,"(46.1009531, -99.6494034)"
6010 E Whitney St,,Crowley,LA,70526,6010 E Whitney St Crowley LA 70526,"(30.1243248, -92.394303)"
337 Kendllwood Dr.,,Moultrie,GA,31768,337 Kendllwood Dr. Moultrie GA 31768,"(31.150566, -83.87341099999999)"
9805 Cornerstone Farm Road,,Altheimer,AR,72004,9805 Cornerstone Farm Road Altheimer AR 72004,"(34.2375166, -91.76084139999999)"
47536 Hwy 22,,Ord,NE,68862,47536 Hwy 22 Ord NE 68862,"(41.4806664, -98.95582110000001)"
808 Poinciana Ave,,Mamou,LA,70554,808 Poinciana Ave Mamou LA 70554,"(30.6410625, -92.4153884)"
20408 620th Ave,,Nevada,IA,50201,20408 620th Ave Nevada IA 50201,"(42.057167, -93.4613959)"
568 CR. 702,"PO Box 1, Dixon WY 82323 (Mailing Address)",Dixon,WY,82323,568 CR. 702 Dixon WY 82323,"(41.0437816, -107.5452409)"
5064 Walkerville Road,,Patterson,GA,31557,5064 Walkerville Road Patterson GA 31557,"(31.3995078, -82.17806569999999)"
26117 Old US Highway 87,,KAYCEE,WY,82639,26117 Old US Highway 87 KAYCEE WY 82639,"(43.5729809, -106.5076344)"
116 Chesterfield Drive,,Elizabeth City,NC,27909,116 Chesterfield Drive Elizabeth City NC 27909,"(36.2811754, -76.25246059999999)"
1658 Markdale Lane,Mailing:  PO Box 727 Pleasant Grove CA  95668,Lincoln,CA,95648,1658 Markdale Lane Lincoln CA 95648,"(38.8654219, -121.314643)"
1030 S. Milwaukee Ave.,,Wheeling,IL,60090,1030 S. Milwaukee Ave. Wheeling IL 60090,"(42.1208129, -87.8964927)"
81059 Highway 11,,Ord,NE,68862,81059 Highway 11 Ord NE 68862,"(41.5743844, -98.8367493)"
2068 Bieber rd,,Mamou,LA,70554,2068 Bieber rd Mamou LA 70554,"(30.6406135, -92.4610713)"
4381 County Road 25,,Kennard,NE,68034,4381 County Road 25 Kennard NE 68034,"(41.4660723, -96.209746)"
2912 R Rd,,Haviland,KS,67059,2912 R Rd Haviland KS 67059,"(37.8415589, -99.05484)"
14862 450th Ave,,Ortley,SD,57256,14862 450th Ave Ortley SD 57256,"(45.23025, -97.2058716)"
2598 SW Dalpina Rd.,,Port St. Lucie,FL,34953,2598 SW Dalpina Rd. Port St. Lucie FL 34953,"(27.2665019, -80.41011309999999)"
2721 Sequoyah Dr,,Haines City,FL,33844,2721 Sequoyah Dr Haines City FL 33844,"(28.0566661, -81.559407)"
418 2nd Street,,Jennings,LA,70546,418 2nd Street Jennings LA 70546,"(30.226599, -92.653903)"
5261 Highway 14,,Lake Arthur,LA,70549,5261 Highway 14 Lake Arthur LA 70549,"(30.0861031, -92.6950668)"
195 Ty Ty Omega Rd,,Tifton,GA,31793,195 Ty Ty Omega Rd Tifton GA 31793,"(31.4547771, -83.6132767)"
1366 Sage Court,,Rock Springs,WY,82902,1366 Sage Court Rock Springs WY 82902,"(41.574022, -109.20519)"
46 Sonova Road,,Prosser,WA,99350,46 Sonova Road Prosser WA 99350,"(45.87497, -119.832461)"
1163 Evercane Road ,,Clewiston,FL,33440,1163 Evercane Road  Clewiston FL 33440,"(26.7357847, -80.9035576)"
393 45th Ave NE,,Heaton,ND,58418,393 45th Ave NE Heaton ND 58418,"(47.47118740000001, -99.5864928)"
912 Fletcher Broome Road,,Monroe,NC,28110,912 Fletcher Broome Road Monroe NC 28110,"(34.9673933, -80.61096599999999)"
P. O. Box 182,,Kaplan,LA,70548,P. O. Box 182 Kaplan LA 70548,"(29.997984, -92.2848515)"
P O BOX 871,190 CHEROKEE LOOP,LYONS,GA,30436,P O BOX 871 LYONS GA 30436,"(32.2043546, -82.32179099999999)"
4232 Maltby rd,po box 366,Elba,NY,14058,4232 Maltby rd Elba NY 14058,"(43.081714, -78.19973200000001)"
5935 McCall Lane,,Arlington,NE,68002,5935 McCall Lane Arlington NE 68002,"(41.4653987, -96.29007059999999)"
13404  12 Rd,"P.O. Box 1088, Cimarron, Gray County, KS 67835",Ingalls,KS,67853,13404  12 Rd Ingalls KS 67853,"(37.824447, -100.4521909)"
1723 Hwy 223,,Union Springs,AL,36089,1723 Hwy 223 Union Springs AL 36089,"(32.1150117, -85.72698890000001)"
4158 CR 40,,Robstown,TX,78380,4158 CR 40 Robstown TX 78380,"(27.794885, -97.69417999999999)"
10323 Hwy 1804,,Tioga,ND,58852,10323 Hwy 1804 Tioga ND 58852,"(48.1989455, -102.9190384)"
96278 N 2470 Rd,,Hydro,OK,73048,96278 N 2470 Rd Hydro OK 73048,"(35.6190596, -98.59602459999999)"
105 Griswold Lane,,ORWELL,VT,5760,105 Griswold Lane ORWELL VT 5760,"(43.8176073, -73.2476673)"
940 105th Ave,,Berwick,IL,61417,940 105th Ave Berwick IL 61417,"(40.7816119, -90.60895029999999)"
1402 East 4300 North,,Buhl,ID,83316,1402 East 4300 North Buhl ID 83316,"(42.6227485, -114.7718174)"
1163 Natural Springs Rd,,Iota,LA,70543,1163 Natural Springs Rd Iota LA 70543,"(30.3432696, -92.5164279)"
1653 Fabacher Rd,,Iota,LA,70543,1653 Fabacher Rd Iota LA 70543,"(30.3070947, -92.52030649999999)"
499 Copperton Rd,,Rayne,LA,70578,499 Copperton Rd Rayne LA 70578,"(30.1967868, -92.2286441)"
115 Long Pond Road,PO Box 338,Jackman,ME,4945,115 Long Pond Road Jackman ME 4945,"(45.6272786, -70.2155576)"
5311 Bell Rd,,Des Arc ,AR,72040,5311 Bell Rd Des Arc  AR 72040,"(34.9488898, -91.6543782)"
620 Hwy 463 N,,Trumann,AR,72472,620 Hwy 463 N Trumann AR 72472,"(35.6810698, -90.5258175)"
2425 CR 222,,BAY CITY,TX,77414,2425 CR 222 BAY CITY TX 77414,"(28.8798279, -95.64710930000001)"
13029 Hwy 66,,Edinburg,ND,58227,13029 Hwy 66 Edinburg ND 58227,"(48.602179, -97.83676299999999)"
208 Cassidy St,,Sumner,MS,38957,208 Cassidy St Sumner MS 38957,"(33.9678802, -90.3673694)"
1612 Napoleon St,,Mamou,LA,70554,1612 Napoleon St Mamou LA 70554,"(30.6438558, -92.4107695)"
401 Culpepper Rd,,Pearsall,TX,78061,401 Culpepper Rd Pearsall TX 78061,"(28.804462, -99.0311898)"
2015 County Rd 35,P.O. Box 186,Ackerly,TX,79713,2015 County Rd 35 Ackerly TX 79713,"(32.5832678, -101.7029206)"
21 Main St,P.O. Box 93,Opheim,MT,59250,21 Main St Opheim MT 59250,"(48.8543938, -106.4080363)"
2090 County Road 25,,Zap,ND,58580,2090 County Road 25 Zap ND 58580,"(47.1598576, -101.9123642)"
4177 Eunice Iota Highway,,Eunice,LA,70535,4177 Eunice Iota Highway Eunice LA 70535,"(30.4026241, -92.5001078)"
6934 Cemetary Highway,,St. Martinville,LA,70582,6934 Cemetary Highway St. Martinville LA 70582,"(30.0634203, -91.8203166)"
15514 Atterberry Road,,Welsh,LA,70591,15514 Atterberry Road Welsh LA 70591,"(30.3071582, -92.8695082)"
4327 N. Hwy 1053,2,Fort Stockton,TX,79735,4327 N. Hwy 1053 Fort Stockton TX 79735,"(30.8940431, -102.8793222)"
3918 Yellowdog Rd,,Senatobia,MS,38668,3918 Yellowdog Rd Senatobia MS 38668,"(34.5885149, -89.8954548)"
7819 N Debby Lynn Ct,,Spokane,WA,99208,7819 N Debby Lynn Ct Spokane WA 99208,"(47.7285643, -117.456629)"
46290 Hwy 2,,Litchfield ,NE,68852,46290 Hwy 2 Litchfield  NE 68852,"(41.173975, -99.19001340000001)"
27648 Olympic Ave,,Carroll,IA,51401,27648 Olympic Ave Carroll IA 51401,"(41.95498449999999, -94.8216884)"
73808 321 Ave,,Imperial,NE,69033,73808 321 Ave Imperial NE 69033,"(40.5232911, -101.8578784)"
P O Box 551,210 E McHarg,Stamford,TX,79553,P O Box 551 Stamford TX 79553,"(32.9138357, -99.85714159999999)"
2700 Snow Road North,,Semmes,AL,36575,2700 Snow Road North Semmes AL 36575,"(30.7468798, -88.2745923)"
4610 Hwy 90 West,,Flatonia,TX,78941,4610 Hwy 90 West Flatonia TX 78941,"(29.6886944, -97.17849989999999)"
10804 Gilbert Road,"mailing: P.O. Box 9066  Yakima, WA  98909",Yakima,WA,98903,10804 Gilbert Road Yakima WA 98903,"(46.5504646, -120.6539203)"
15930 Lloyd Road Note: No Mail Delivery,PO Box 699,Chinook,MT,59523,15930 Lloyd Road Note: No Mail Delivery Chinook MT 59523,"(48.312647, -109.4036055)"
1300 S.R. 31,,Punta Gorda,FL,33982,1300 S.R. 31 Punta Gorda FL 33982,"(27.0150322, -81.75776549999999)"
5694 FM Road 124,,Beckville,TX,75631,5694 FM Road 124 Beckville TX 75631,"(32.2429366, -94.4554782)"
117 Lake June Dr.,,Lake Placid,FL,33852,117 Lake June Dr. Lake Placid FL 33852,"(27.3059974, -81.36682669999999)"
2406 E COUNTY ROAD 60,,WELLINGTON,CO,80549,2406 E COUNTY ROAD 60 WELLINGTON CO 80549,"(40.6883533, -105.0296441)"
382 Hwy 125 S. Lot B11,,Tifton ,GA,31794,382 Hwy 125 S. Lot B11 Tifton  GA 31794,"(31.4301835, -83.5137361)"
888 Bigelow Hill Road,,Skowhegan,ME,4976,888 Bigelow Hill Road Skowhegan ME 4976,"(44.6917575, -69.7287043)"
475 El Camino Real South,,Salinas,CA,93908,475 El Camino Real South Salinas CA 93908,"(36.61649970000001, -121.5704028)"
P O Box 1052,1318 Edwards Ave,Tunica,MS,38676,P O Box 1052 Tunica MS 38676,"(34.6845455, -90.3828769)"
7314 Evangeline Highway,,Basile,LA,70515,7314 Evangeline Highway Basile LA 70515,"(30.3935125, -92.5745812)"
1761 Bushville HWY,,Arnaudville,LA,70512,1761 Bushville HWY Arnaudville LA 70512,"(30.358438, -91.88566279999999)"
103 Dividing Ridge Rd.  or,99 Dividing Ridge Rd.,Winona,MS,38967,103 Dividing Ridge Rd.  or Winona MS 38967,"(33.5771165, -89.68949839999999)"
  5915 Dakota Country Dr.,,Bismarck,ND,58503,  5915 Dakota Country Dr. Bismarck ND 58503,"(46.8911054, -100.6968371)"
6699 23rd St NW,,Raub,ND,58779,6699 23rd St NW Raub ND 58779,"(47.7463178, -102.0219191)"
17596 270th Ave NE,,Good Ridge,MN,56725,17596 270th Ave NE Good Ridge MN 56725,"(48.13030999999999, -95.894701)"
4470 McCain Road,,Crowley,LA,70526,4470 McCain Road Crowley LA 70526,"(30.3631106, -92.381121)"
605 Hwy 169 South,,Elmore,MN,56027,605 Hwy 169 South Elmore MN 56027,"(43.5001131, -94.0885907)"
123 LeJeune Cove Road,,Iota,LA,70543,123 LeJeune Cove Road Iota LA 70543,"(30.3809375, -92.4953134)"
1484 Boone Road,,Branch,LA,70516,1484 Boone Road Branch LA 70516,"(30.396173, -92.3121105)"
9486 Route 9,PO Box 147,Chazy,NY,12921,9486 Route 9 Chazy NY 12921,"(44.8804133, -73.4299637)"
13955 N US Hwy 277,,Quemado,TX,78877,13955 N US Hwy 277 Quemado TX 78877,"(28.94802289999999, -100.6239711)"
6588 Hwy 32,,Park River,ND,58270,6588 Hwy 32 Park River ND 58270,"(48.3986043, -97.7411999)"
2364 Basile Eunice Highway,,Basile,LA,70515,2364 Basile Eunice Highway Basile LA 70515,"(30.4803815, -92.6044699)"
7885  56 St NW,,Stanley,ND,58784,7885  56 St NW Stanley ND 58784,"(48.222222, -102.326336)"
144 Becky Drive,,Crowley,LA,70526,144 Becky Drive Crowley LA 70526,"(30.2759849, -92.3919691)"
5236 Geer Road,,Hughson,CA,95326,5236 Geer Road Hughson CA 95326,"(37.5609358, -120.8455427)"
38625 Hwy 17,,Cotton Plant,AR,72036,38625 Hwy 17 Cotton Plant AR 72036,"(34.9755554, -91.2586255)"
400 Stackstown Road ,,Marietta,PA,17547,400 Stackstown Road  Marietta PA 17547,"(40.0789321, -76.6130654)"
3461 Branch Hwy,,Branch,LA,70516,3461 Branch Hwy Branch LA 70516,"(30.3638289, -92.36654999999999)"
4610 N Perryville Rd.,,Litchfield Park,AZ,85340,4610 N Perryville Rd. Litchfield Park AZ 85340,"(33.5022677, -112.4641167)"
109 County Rd 240,,Marienthal,KS,67863,109 County Rd 240 Marienthal KS 67863,"(38.708748, -101.234025)"
1129 East 400 North,,Genola,UT,84655,1129 East 400 North Genola UT 84655,"(40.0044406, -111.8161838)"
1894 FL 64,,WAUCHULA,FL,33890,1894 FL 64 WAUCHULA FL 33890,"(27.520893, -81.7527654)"
1313 Smith Rd,,Byers,TX,76357,1313 Smith Rd Byers TX 76357,"(34.1103774, -98.15901459999999)"
1511 Summit Lake Road,,Clarks Summit,PA,18411,1511 Summit Lake Road Clarks Summit PA 18411,"(41.4724021, -75.71102599999999)"
10621 90th SE,,Oakes,ND,58474,10621 90th SE Oakes ND 58474,"(46.1111642, -98.1684595)"
734 Archie Summers Rd.,,Lake Placid,FL,33852,734 Archie Summers Rd. Lake Placid FL 33852,"(27.2786646, -81.41581459999999)"
29665 414th Ave,,Scotland,SD,57059,29665 414th Ave Scotland SD 57059,"(43.086229, -97.91564199999999)"
10021 Hwy 256,,Antler,ND,58711,10021 Hwy 256 Antler ND 58711,"(48.9720568, -101.2831063)"
1480 Richard School Road,,Church Point,LA,70525,1480 Richard School Road Church Point LA 70525,"(30.4239036, -92.29907589999999)"
56  72nd St N,,Towner,ND,58788,56  72nd St N Towner ND 58788,"(48.45760749999999, -100.5970591)"
6395 Bryan Road,,Jennings,LA,70546,6395 Bryan Road Jennings LA 70546,"(30.3204398, -92.7126322)"
3604 Cole Gully Road,,Branch,LA,70516,3604 Cole Gully Road Branch LA 70516,"(30.3922272, -92.34302369999999)"
23128 408th Ave,,Forestburg,SD,57314,23128 408th Ave Forestburg SD 57314,"(44.0363887, -98.05103629999999)"
1054 Belaire Dr.,,Breaux Bridge,LA,70517,1054 Belaire Dr. Breaux Bridge LA 70517,"(30.258383, -91.8056189)"
152 Burma Rd,,Rayne,LA,70578,152 Burma Rd Rayne LA 70578,"(30.2889033, -92.2989427)"
4619 LITTLE VALLEY PLANTATION ROAD,FIXED-SITE FARM IS OWNED AND OPERATED BY FARMER,Jeanerette,LA,70544,4619 LITTLE VALLEY PLANTATION ROAD Jeanerette LA 70544,"(29.9110378, -91.6634483)"
2236  68th Ave NW,,Raub,ND,58779,2236  68th Ave NW Raub ND 58779,"(47.7379043, -102.04337)"
11307 La Hwy 35,,Kaplan,LA,70548,11307 La Hwy 35 Kaplan LA 70548,"(37.9418219, -96.7515814)"
4254 Hwy 190,,Eunice,LA,70535,4254 Hwy 190 Eunice LA 70535,"(30.4945135, -92.36310449999999)"
24042 Raymond Hwy.,,Jennings,LA,70546,24042 Raymond Hwy. Jennings LA 70546,"(30.3800304, -92.7056116)"
7130 Aroin road,,Jennings,LA,70546,7130 Aroin road Jennings LA 70546,"(30.22242839999999, -92.657085)"
8343 Hwy 11 North,,Des Arc,AR,72040,8343 Hwy 11 North Des Arc AR 72040,"(34.9319777, -91.56308240000001)"
County Road 7A,13879 253rd Avenue Timber Lake SD 57656,Timber Lake,SD,57656,County Road 7A Timber Lake SD 57656,"(45.4073265, -101.0014781)"
641 Grand Bay-Wilmer Rd. N,,Mobile,AL,36608,641 Grand Bay-Wilmer Rd. N Mobile AL 36608,"(30.7034945, -88.374988)"
602 SW Third,,Walnut Ridge,AR,72476,602 SW Third Walnut Ridge AR 72476,"(36.0666358, -90.9624989)"
9144 County 30 Blvd,,Wanamingo,MN,55983,9144 County 30 Blvd Wanamingo MN 55983,"(44.3152785, -92.84825459999999)"
6825 N 375 E,,Howe,IN,46746,6825 N 375 E Howe IN 46746,"(41.7412091, -85.35490449999999)"
406 S. School,,Sedan ,KS,67361,406 S. School Sedan  KS 67361,"(37.1218429, -96.1807494)"
2227 Prairie Hayes Rd,,Branch,LA,70516,2227 Prairie Hayes Rd Branch LA 70516,"(30.3859445, -92.3217963)"
863 Airport Rd.,,Auburn,AL,36830,863 Airport Rd. Auburn AL 36830,"(32.6137837, -85.44017199999999)"
"3097 Hwy 11, West",,Chesnee,SC,29323,"3097 Hwy 11, West Chesnee SC 29323","(35.1495615, -81.95360939999999)"
74 Lemhi Road,,Salmon,ID,83467,74 Lemhi Road Salmon ID 83467,"(45.182609, -113.884242)"
12262 County Road 19,,Lankin,ND,58250,12262 County Road 19 Lankin ND 58250,"(48.2527011, -97.9762835)"
204 Loyd Road,,Statesville,NC,28625,204 Loyd Road Statesville NC 28625,"(35.903744, -80.864896)"
"1140 Abbot Street, Suite A",,Salinas,CA,93901,"1140 Abbot Street, Suite A Salinas CA 93901","(36.65488550000001, -121.631558)"
23638 E 1140 Rd,,Corn,OK,73024,23638 E 1140 Rd Corn OK 73024,"(35.3635988, -98.7899038)"
6101 S. County Road 39,,Plant City,FL,33567,6101 S. County Road 39 Plant City FL 33567,"(27.926021, -82.12676700000002)"
2430 Hookers Point Road,,Clewsiton,FL,33440,2430 Hookers Point Road Clewsiton FL 33440,"(26.7338742, -80.8953441)"
1650 CR 133,,Gatesville,TX,76528,1650 CR 133 Gatesville TX 76528,"(31.4160042, -97.8200967)"
5805 Green Pond Rd,,Polk City,FL,33868,5805 Green Pond Rd Polk City FL 33868,"(28.326965, -81.84635290000001)"
8400 Road 105,,Bridgeport,NE,69336,8400 Road 105 Bridgeport NE 69336,"(41.5979479, -103.0429404)"
3807 3rd Street SW,,Underwood,ND,58576,3807 3rd Street SW Underwood ND 58576,"(47.3724378, -101.356398)"
8509 Reese Rd,,Gueydan,LA,70542,8509 Reese Rd Gueydan LA 70542,"(30.0292371, -92.58151409999999)"
7125 Cabin Creek Road,,Hopkins,SC,29061,7125 Cabin Creek Road Hopkins SC 29061,"(33.898612, -80.8290126)"
167 Lott Ct. ,,West Columbia,SC,29169,167 Lott Ct.  West Columbia SC 29169,"(34.0120307, -81.1348854)"
122 Pine Straw Trail,,Alma,GA,31510,122 Pine Straw Trail Alma GA 31510,"(31.4690766, -82.37862319999999)"
85 Drew-Merigold Rd,,Mergiold,MS,38759,85 Drew-Merigold Rd Mergiold MS 38759,"(33.8192912, -90.6467887)"
7101 Niederwald Strasse,,Kyle,TX,78640,7101 Niederwald Strasse Kyle TX 78640,"(30.029259, -97.750604)"
5123 50th Ave. W.,,Bradenton,FL,34210,5123 50th Ave. W. Bradenton FL 34210,"(27.455079, -82.6134572)"
11175 64th Street SW,,New England,ND,58647,11175 64th Street SW New England ND 58647,"(46.4864908, -102.7501142)"
55 Mesa Rd,"PO Box 321, Baggs (Mailing Address)",Baggs,WY,82321,55 Mesa Rd Baggs WY 82321,"(41.075329, -107.62434)"
4100 Medicine Lodge Rd.,,Dillon,MT,59725,4100 Medicine Lodge Rd. Dillon MT 59725,"(44.6385392, -112.9740209)"
1421 Poison Creek Rd,"P.O. Box 161, Cokeville WY 83114",Cokeville,WY,83114,1421 Poison Creek Rd Cokeville WY 83114,"(42.08243, -110.981339)"
12081 West FM 2335,"12081 West FM 2335, Christoval, TX, 76935",Christoval,TX,76935,12081 West FM 2335 Christoval TX 76935,"(31.2352431, -100.6185289)"
3767 GALLOWAY MILL RD,,ROCKFIELD,KY,42274,3767 GALLOWAY MILL RD ROCKFIELD KY 42274,"(36.9103192, -86.564438)"
10124 Boone Street,,Owensboro,KY,42301,10124 Boone Street Owensboro KY 42301,"(37.7347273, -87.3319891)"
120 Chester Rd,,Derry,NH,3038,120 Chester Rd Derry NH 3038,"(42.91841900000001, -71.29762699999999)"
25379 397th Ave,,Mt. Vernon,SD,57363,25379 397th Ave Mt. Vernon SD 57363,"(43.7053898, -98.27078019999999)"
166 Hargraves Drive ,C400-125,Austin,TX,78737,166 Hargraves Drive  Austin TX 78737,"(30.2037149, -97.9787065)"
P O Box 475,2055 Wades Rd,Crowley,LA,70527,P O Box 475 Crowley LA 70527,"(30.2118556, -92.3719583)"
2317 38th St. West,,Billings,MT,59102,2317 38th St. West Billings MT 59102,"(45.7937269, -108.6109733)"
3371 McCain Road,,Crowley,LA,70526,3371 McCain Road Crowley LA 70526,"(30.2718673, -92.4310821)"
3395 White Oak Highway,,Rayne,LA,70578,3395 White Oak Highway Rayne LA 70578,"(30.325473, -92.3242037)"
17732 Road 62,1000 County Road B  Shawano WI  54166,Oshkosh,NE,69154,17732 Road 62 Oshkosh NE 69154,"(41.442442, -102.359609)"
1876 N. 460 W. ,Mailing: P.O. Box 1247,Salem,UT,84653,1876 N. 460 W.  Salem UT 84653,"(40.083189, -111.679943)"
37869 State Hwy 313,,Warroad,MN,56763,37869 State Hwy 313 Warroad MN 56763,"(48.9432172, -95.34071039999999)"
55 Hayter Ave.,"PO Box 73, Mountain View WY 82939 (Mailing Address)",Fort Bridger,WY,82933,55 Hayter Ave. Fort Bridger WY 82933,"(41.3195635, -110.3819185)"
9720 Moffett Rd.,,Semmes,AL,36575,9720 Moffett Rd. Semmes AL 36575,"(30.7830913, -88.2720867)"
1117 Naples Ave. South,,Lehigh Acres,FL,33974,1117 Naples Ave. South Lehigh Acres FL 33974,"(26.5259259, -81.56455969999999)"
7918 Ellis Stansel Put Rd.,,Gueydan,LA,70542,7918 Ellis Stansel Put Rd. Gueydan LA 70542,"(30.0397765, -92.5021088)"
618 Broadway,"P.O. Box 254, Napoleon, ND 58561, Logan County",Napoleon,ND,58561,618 Broadway Napoleon ND 58561,"(46.5068566, -99.76933849999999)"
19207 437th Avenue,,Bryant,SD,57221,19207 437th Avenue Bryant SD 57221,"(44.6013597, -97.4709317)"
5051 N. Iowa Road,,Mission,TX,78574,5051 N. Iowa Road Mission TX 78574,"(26.2842751, -98.4190435)"
21729 State Hwy 285,"21729 State Hwy 285, La Jara CO 81140 (Mailing Address)",La Jara,CO,81140,21729 State Hwy 285 La Jara CO 81140,"(37.2725789, -105.9625728)"
13901 Veterans Memorial Hwy,,Winston,GA,30187,13901 Veterans Memorial Hwy Winston GA 30187,"(33.725938, -84.830636)"
401 Walnut Street,P.O. Box 187,Rolling Fork,MS,39159,401 Walnut Street Rolling Fork MS 39159,"(32.9091809, -90.8709022)"
949 Marshall Clark Road,,Hoschton,GA,30548,949 Marshall Clark Road Hoschton GA 30548,"(34.0702348, -83.72142869999999)"
989 Heavenly Hollow Lane,"P.O.Box 8, Judith Gap, MT. 59453.","Judith Gap, ",MT,59453,"989 Heavenly Hollow Lane Judith Gap,  MT 59453","(46.729022, -109.714247)"
10804 Gilbert Road,"Mailing:  P.O. Box 9066 ,  Yakima,  WA 98909 ",Yakima,WA,98903,10804 Gilbert Road Yakima WA 98903,"(46.5504646, -120.6539203)"
358 East 300 South,"358 East 300 South, Ephraim UT 84627",Ephraim,UT,84627,358 East 300 South Ephraim UT 84627,"(39.3542125, -111.5783641)"
24508 C R 561,"mailing: 125 Ambrose Ave., Satsuma, FL 32189",Astatula,FL,34705,24508 C R 561 Astatula FL 34705,"(28.70304, -81.7318428)"
403 Haines Street,,Dante,SD,57329,403 Haines Street Dante SD 57329,"(43.0397559, -98.18283)"
2354 SR 64 West,,Wauchula,FL,33873,2354 SR 64 West Wauchula FL 33873,"(27.489872, -81.846492)"
22048 Lauderdale Highway,,Jennings,LA,70546,22048 Lauderdale Highway Jennings LA 70546,"(30.3510062, -92.77490189999999)"
6027 Carpenters Cove Lane,6027 Carpenters Cove Lane,Houston,TX,77049,6027 Carpenters Cove Lane Houston TX 77049,"(29.8132044, -95.1606724)"
481 Highway 457,,Lecompte,LA,71346,481 Highway 457 Lecompte LA 71346,"(31.094772, -92.363901)"
533 Tom Miner Creek Road,"PO Box 955 Summerland, CA 93067",Emigrant,MT,59027,533 Tom Miner Creek Road Emigrant MT 59027,"(45.1550919, -110.9633465)"
333 Swamp Creek Road Note: No Mail Delivery,PO Box 1510,Big Timber,MT,59011,333 Swamp Creek Road Note: No Mail Delivery Big Timber MT 59011,"(45.9027221, -110.0165951)"
4179 East Lake Road,,Devils Lake,ND,58301,4179 East Lake Road Devils Lake ND 58301,"(47.9729392, -98.61190339999999)"
116 6th Street South,"P.O.Box 219, Pitts, GA 31072 (Mailing Address)",Pitts,GA,31072,116 6th Street South Pitts GA 31072,"(31.945212, -83.53870100000002)"
